,ISBN,category_id
498,0345311396,191
499,0345378490,22
500,0345404793,3
501,0345404793,196
502,0345433173,70
503,0345433173,197
504,0345433173,198
505,0375400117,70
506,0375400117,199
507,0375705856,9
508,0375705856,200
509,0375705856,2
510,0380717018,150
511,0380717018,2
512,0380718332,98
513,0380718332,201
514,0380718332,202
515,0380754509,90
516,0380754509,2
517,038076654X,27
518,038076654X,203
519,038076654X,204
520,0380807866,16
521,0380807866,205
522,0380807866,206
523,0385316895,16
524,0385316895,207
525,0385316895,208
526,0385497466,32
527,0385497466,209
528,0385508042,91
529,0385508042,2
530,0385509456,30
531,0385509456,2
532,0385511612,25
533,0385511612,71
534,0385730586,41
535,0385730586,2
536,0425164403,90
537,0425164403,210
538,0440234964,70
539,0440234964,211
540,0446605484,13
541,0446605484,14
542,0446605484,2
543,0446610399,9
544,0446610399,212
545,0446610399,2
546,0449006522,15
547,0449006522,36
548,0449006522,2
549,0449911004,9
550,0449911004,2
551,0451162072,155
552,0451162072,157
553,0451162072,158
554,0451162072,159
555,0451162072,160
556,0451162072,161
557,0451186648,70
558,0451186648,109
559,0451186648,110
560,0451186648,2
561,0452282152,45
562,0452282152,213
563,051513290X,25
564,051513290X,214
565,051513290X,215
566,051513290X,216
567,0553580388,22
568,0590598848,4
569,0590598848,217
570,0590629719,22
571,0671023616,50
572,0671023616,2
573,0671027387,30
574,0671027387,34
575,0671027387,2
576,0684848783,168
577,0684848783,218
578,0684848783,2
579,0743486226,50
580,0743486226,2
581,0786863986,75
582,0786863986,76
583,0786863986,124
584,0803251718,70
585,0803251718,80
586,0803251718,2
587,0804117934,25
588,0804117934,2
589,140003180X,12
590,140003180X,219
591,155874262X,82
592,155874262X,2
593,0060987103,15
594,0060987103,20
595,0151008116,142
596,0151008116,220
597,0151008116,2
598,0375704965,42
599,0375704965,221
600,0375704965,222
601,0525947647,56
602,0525947647,223
603,0525947647,2
604,0804111359,50
605,0804111359,2
606,1558744150,4
607,1558744150,2
608,0435272683,22
609,0316782505,9
610,0316782505,200
611,0316782505,224
612,0316782505,225
613,006102063X,12
614,006102063X,2
615,0060013117,9
616,0060013117,200
617,0060013117,2
618,0060199563,25
619,0060199563,33
620,0060199563,2
621,006052779X,75
622,006052779X,226
623,006052779X,148
624,0060563079,82
625,0060563079,227
626,0060809027,3
627,0060809027,2
628,0061040967,25
629,0061040967,134
630,0061040967,228
631,0061050474,22
632,0061052515,15
633,0061052515,196
634,0061052523,30
635,0061052523,34
636,0061052523,2
637,0064472264,98
638,0064472264,201
639,0064472264,229
640,0140620664,98
641,0140620664,201
642,0140620664,229
643,0312148267,7
644,0312148267,8
645,0312156960,25
646,0312156960,2
647,0312890044,56
648,0312890044,57
649,0312890044,2
650,034543191X,41
651,034543191X,2
652,0373836023,62
653,0373836023,230
654,0373836023,231
655,0375751513,22
656,0375801677,102
657,0375801677,85
658,0375801677,232
659,0375814248,52
660,0375814248,90
661,0375814248,2
662,0375823352,12
663,0375823352,154
664,037582345X,15
665,037582345X,233
666,037582345X,2
667,0375823468,82
668,0375823468,2
669,0380730448,9
670,0380730448,234
671,0380973839,22
672,0385327773,27
673,0385327773,64
674,0385327773,235
675,0394586239,59
676,0394586239,173
677,0439510112,9
678,0439510112,2
679,0440241413,25
680,0440241413,134
681,0440241413,2
682,0451409256,15
683,0451409256,2
684,0451523415,236
685,0451523415,47
686,0451523415,2
687,0451526279,22
688,0451526341,50
689,0451526341,237
690,0451526341,238
691,0486415864,239
692,0486415864,240
693,0553280589,16
694,0553280589,241
695,0571197639,12
696,0571197639,242
697,0571197639,2
698,0670035262,56
699,0670035262,223
700,0670035262,2
701,0679423079,70
702,0679423079,243
703,0679423079,2
704,0679751343,9
705,0679751343,244
706,0679751343,245
707,0684833395,91
708,0684833395,31
709,0743245024,246
710,0743245024,2
711,0749748001,59
712,0749748001,247
713,0749748028,3
714,0749748028,196
715,0963094424,12
716,0963094424,242
717,0963094424,2
718,1401201172,70
719,1401201172,248
720,1401201172,2
721,1563892278,22
722,1563898586,15
723,1563898586,2
724,156971620X,56
725,156971620X,187
726,156971620X,47
727,156971620X,2
728,1592571301,22
729,0374270325,136
730,0374270325,249
731,0375719180,9
732,0375719180,250
733,0375719180,251
734,0440235502,32
735,0440235502,252
736,0440235502,253
737,044023722X,75
738,044023722X,2
739,1573225487,70
740,1573225487,164
741,1853260673,1
742,1853260673,157
743,1853260673,2
744,0060977477,15
745,0060977477,164
746,0345391691,62
747,0345391691,31
748,0520011171,117
749,0520011171,254
750,0520011171,255
751,0553278746,15
752,0553278746,115
753,0553278746,2
754,0670856045,13
755,0670856045,256
756,0670856045,2
757,0872200760,59
758,0872200760,257
759,0937858994,22
760,0671649949,15
761,0671649949,2
762,0590431110,22
763,0064470113,9
764,0064470113,2
765,0553571486,3
766,0553571486,2
767,0972044205,15
768,0972044205,227
769,0312963009,75
770,0312963009,226
771,0312963009,258
772,0345430476,22
773,0345435869,259
774,0345435869,260
775,0380728729,12
776,0380728729,2
777,038081840X,32
778,038081840X,2
779,0449912302,12
780,0449912302,2
781,055329198X,117
782,055329198X,2
783,0671018930,27
784,0671018930,2
785,0812541642,3
786,0812541642,261
787,0812541642,262
788,0812541642,263
789,0312988699,41
790,0312988699,2
791,0486282112,98
792,0486282112,264
793,8483007010,16
794,8483007010,69
795,8483007010,2
796,0670815373,16
797,0670815373,265
798,0670815373,2
799,0385313748,9
800,0385313748,2
801,1575843366,41
802,1575843366,2
803,0684193957,75
804,0684193957,2
805,0345371984,62
806,0345371984,266
807,0380730138,22
808,1573228737,91
809,1573228737,2
810,9681500555,15
811,9681500555,20
812,0380711109,259
813,0380711109,2
814,0452283914,90
815,0452283914,2
816,0425120279,15
817,0425120279,2
818,067153484X,56
819,067153484X,223
820,067153484X,267
821,0380728273,94
822,0380728273,2
823,8433914545,12
824,8433914545,242
825,8433914545,2
826,8484509141,116
827,8484509141,157
828,8484509141,158
829,8484509141,159
830,8484509141,160
831,8484509141,161
832,0446606197,45
833,0446606197,2
834,0771076002,3
835,0771076002,31
836,0771088191,16
837,0771088191,69
838,0771088191,268
839,1559703237,94
840,1559703237,109
841,1559703237,269
842,3596214629,9
843,3596214629,190
844,3596214629,2
845,0062770500,165
846,0062770500,166
847,0062770500,270
848,0062770500,271
849,0062770500,272
850,0062770500,273
851,0671847546,22
852,0060188731,75
853,0060188731,76
854,0060188731,124
855,0140374248,45
856,0140374248,2
857,0142001740,4
858,0142001740,274
859,0195086295,15
860,0195086295,40
861,0312995423,15
862,0312995423,275
863,0380704587,15
864,0380704587,2
865,0380815923,4
866,0380815923,5
867,0380815923,133
868,0385416342,236
869,0385416342,266
870,0385418493,15
871,0385418493,20
872,038542471X,113
873,038542471X,2
874,0425098109,73
875,0425098109,276
876,0425098109,277
877,0449005410,25
878,0449005410,2
879,0449202631,117
880,0449202631,278
881,0449202631,2
882,0449207544,41
883,0449207544,2
884,0515128554,50
885,0515128554,2
886,0517577402,3
887,0517577402,227
888,0590450875,73
889,0590450875,279
890,0590481371,3
891,0590481371,55
892,067103619X,12
893,067103619X,2
894,0684177730,3
895,0684177730,55
896,0684180200,16
897,0684180200,69
898,0684180200,2
899,0743411269,45
900,0743411269,280
901,0743470389,3
902,0743470389,281
903,076218857X,15
904,076218857X,2
905,0767905938,15
906,0767905938,282
907,0800706544,116
908,0800706544,47
909,0800706544,2
910,0801096677,22
911,0849953014,102
912,0849953014,283
913,0891091963,30
914,0891091963,34
915,0891091963,2
916,0915811537,9
917,0915811537,2
918,0927545373,22
919,1575024179,22
920,1880185008,32
921,1880185008,284
922,1880185008,2
923,0140345809,116
924,0140345809,2
925,0156528207,50
926,0156528207,285
927,0380012863,75
928,0380012863,76
929,0380012863,286
930,0451154916,287
931,0451154916,288
932,0785815147,59
933,0785815147,60
934,0785815147,61
935,0875421288,50
936,0875421288,289
937,0875421288,290
938,1567184294,15
939,1567184294,2
940,156718796X,3
941,156718796X,2
942,1862047626,27
943,1862047626,291
944,0020437501,16
945,0020437501,17
946,0020437501,292
947,0198320264,3
948,0198320264,196
949,0373196989,16
950,0373196989,69
951,0373196989,293
952,0373196989,294
953,0373196989,177
954,0373196989,180
955,0373196989,295
956,0373196989,194
957,0373196989,195
958,0373245580,296
959,0373245580,2
960,0451527747,15
961,0451527747,227
962,0671867113,30
963,0671867113,2
964,0812504208,52
965,0812504208,2
966,0060173289,56
967,0060173289,57
968,0060173289,2
969,0060973897,50
970,0060973897,237
971,0060973897,2
972,006101351X,50
973,006101351X,297
974,0140104682,56
975,0140104682,99
976,0140104682,298
977,0312143370,22
978,0316666343,15
979,0316666343,275
980,039456894X,12
981,039456894X,299
982,0440224675,59
983,0440224675,300
984,0449002632,9
985,0449002632,244
986,0449002632,301
987,0449213773,259
988,0449213773,302
989,0452279690,56
990,0452279690,31
991,0553569058,22
992,0679427430,22
993,0679725393,15
994,0679725393,80
995,0679725393,2
996,0802114369,32
997,0802114369,284
998,0802114369,2
999,0803233019,15
1000,0803233019,2
1001,0819154946,4
1002,0819154946,172
1003,0897322339,174
1004,0897322339,303
1005,0940322978,116
1006,0940322978,304
1007,1573225126,25
1008,1573225126,134
1009,1573225126,2
1010,1579651658,9
1011,1579651658,305
1012,1878424319,12
1013,1878424319,306
1014,8401351421,15
1015,8401351421,36
1016,8401351421,2
1017,8423324311,56
1018,8423324311,2
1019,8427007450,15
1020,8427007450,2
1021,8429734996,25
1022,8429734996,307
1023,8429734996,308
1024,8429736131,15
1025,8429736131,20
1026,8440616252,25
1027,8440616252,2
1028,8472224260,174
1029,8472224260,309
1030,8472227421,136
1031,8472227421,310
1032,8472227421,2
1033,8474103347,50
1034,8474103347,237
1035,8474103347,2
1036,8475960936,3
1037,8475960936,40
1038,8477830029,25
1039,8477830029,311
1040,8478091246,50
1041,8478091246,289
1042,8478091246,2
1043,8478097732,9
1044,8478097732,101
1045,8478097732,234
1046,8478098267,30
1047,8478098267,2
1048,8478800336,59
1049,8478800336,312
1050,8478884963,16
1051,8478884963,69
1052,8478884963,206
1053,8483002523,22
1054,8486433193,59
1055,8486433193,313
1056,0600586898,102
1057,0600586898,69
1058,0600586898,2
1059,1853260622,70
1060,1853260622,80
1061,1853260622,69
1062,1853260622,314
1063,1857938011,62
1064,1857938011,2
1065,0060804157,32
1066,0060804157,315
1067,8466601090,9
1068,8466601090,21
1069,0140382658,4
1070,0140382658,316
1071,0152012966,50
1072,0152012966,2
1073,0312283784,4
1074,0312283784,317
1075,0312283784,2
1076,0345297709,15
1077,0345297709,227
1078,0345313097,113
1079,0345313097,2
1080,0345335465,12
1081,0345335465,242
1082,0345335465,2
1083,0345416848,117
1084,0345416848,318
1085,0345416848,2
1086,0385333404,7
1087,0385333404,2
1088,044021145X,94
1089,044021145X,95
1090,044021145X,319
1091,0449212084,27
1092,0449212084,2
1093,0553582682,15
1094,0553582682,40
1095,0590947257,7
1096,0590947257,2
1097,074345829X,16
1098,074345829X,69
1099,074345829X,2
1100,0786913878,25
1101,0786913878,81
1102,0786913878,2
1103,0801491827,27
1104,0801491827,320
1105,0816729913,15
1106,0816729913,2
1107,0843136685,41
1108,0843136685,321
1109,0843136685,322
1110,0843136685,2
1111,0866119531,9
1112,0866119531,2
1113,0866119566,259
1114,0866119566,323
1115,0866119566,2
1116,0870441663,16
1117,0870441663,69
1118,0870441663,314
1119,1561561428,16
1120,1561561428,85
1121,1561561428,324
1122,0553210092,59
1123,0553210092,60
1124,0553210092,325
1125,0553258524,142
1126,0553258524,2
1127,0688163726,50
1128,0688163726,2
1129,1569471096,56
1130,1569471096,2
1131,055358099X,59
1132,055358099X,326
1133,0316168815,50
1134,0316168815,2
1135,014023828X,27
1136,014023828X,327
1137,0316314927,22
1138,0345424719,15
1139,0345424719,36
1140,0345424719,152
1141,0375414746,15
1142,0375414746,2
1143,0375726403,22
1144,0385503857,50
1145,0385503857,2
1146,0425156842,259
1147,0425156842,2
1148,0440226104,12
1149,0440226104,242
1150,0440226104,328
1151,0452277337,15
1152,0452277337,2
1153,0553802488,142
1154,0553802488,329
1155,0671021001,174
1156,0671021001,330
1157,0671021001,331
1158,0767903579,56
1159,0767903579,332
1160,0767903579,333
1161,0805063897,15
1162,0805063897,2
1163,0679777431,116
1164,0679777431,2
1165,0553285343,3
1166,0553285343,20
1167,0486285529,50
1168,0486285529,237
1169,0486285529,2
1170,0671002481,142
1171,0671002481,334
1172,0671002481,335
1173,0671002481,336
1174,0812523385,102
1175,0812523385,337
1176,0812523385,338
1177,0895774666,16
1178,0895774666,17
1179,0895774666,339
1180,0020199090,12
1181,0020199090,111
1182,0020199090,2
1183,0385495145,50
1184,0385495145,297
1185,0679733825,59
1186,0679733825,173
1187,0842329129,50
1188,0842329129,289
1189,0842329129,290
1190,0345451260,50
1191,0345451260,340
1192,0345451260,341
1193,0740700235,102
1194,0740700235,342
1195,0380973545,15
1196,0380973545,115
1197,0380973545,2
1198,0393321576,16
1199,0393321576,2
1200,0743424425,41
1201,0743424425,343
1202,0786868015,344
1203,0786868015,345
1204,0786868015,325
1205,0446610178,7
1206,0446610178,346
1207,0684854953,22
1208,0743229878,12
1209,0743229878,2
1210,0380617625,25
1211,0380617625,347
1212,0380732335,48
1213,0380732335,348
1214,0385337132,9
1215,0385337132,2
1216,0440235057,7
1217,0440235057,349
1218,0445402040,15
1219,0445402040,350
1220,0445402040,40
1221,0618119760,15
1222,0618119760,36
1223,0618119760,351
1224,0871138646,90
1225,0871138646,352
1226,0026329859,239
1227,0026329859,2
1228,0060621257,27
1229,0060621257,327
1230,0060915544,98
1231,0060915544,80
1232,0060915544,69
1233,0060915544,2
1234,0060917016,116
1235,0060917016,47
1236,0060917016,2
1237,0060925000,50
1238,0060925000,353
1239,0060932759,82
1240,0060932759,83
1241,0061000280,56
1242,0061000280,187
1243,0061000280,47
1244,0061000280,354
1245,0192815318,113
1246,0192815318,2
1247,0312195516,3
1248,0312195516,20
1249,0380792664,56
1250,0380792664,223
1251,0380792664,355
1252,0393048977,56
1253,0393048977,356
1254,0399137807,117
1255,0399137807,2
1256,039914739X,32
1257,039914739X,284
1258,039914739X,357
1259,0451203046,22
1260,0451410556,48
1261,0451410556,358
1262,0451523318,142
1263,0451523318,220
1264,0451523318,2
1265,0486281965,15
1266,0486281965,359
1267,0486292940,59
1268,0486292940,360
1269,051762639X,98
1270,051762639X,39
1271,051762639X,2
1272,0684824442,15
1273,0684824442,264
1274,0743458303,15
1275,0743458303,2
1276,081296666X,41
1277,081296666X,2
1278,0819215635,117
1279,0819215635,185
1280,0819215635,361
1281,0880011025,362
1282,0880011025,363
1283,1561011525,30
1284,1561011525,2
1285,1877727083,15
1286,1877727083,359
1287,0486206173,15
1288,0486206173,79
1289,0486206173,80
1290,0486206173,2
1291,0312278586,16
1292,0312278586,69
1293,0312278586,268
1294,8845229041,102
1295,8845229041,2
1296,887641486X,165
1297,887641486X,166
1298,887641486X,2
1299,0140370900,15
1300,0140370900,20
1301,0674511255,15
1302,0674511255,20
1303,0030096189,70
1304,0030096189,201
1305,0030096189,364
1306,0312965745,15
1307,0312965745,66
1308,0345374657,4
1309,0345374657,274
1310,0395710901,22
1311,080521061X,9
1312,080521061X,244
1313,080521061X,2
1314,0823032612,94
1315,0823032612,31
1316,0679310002,9
1317,0679310002,2
1318,0312288115,13
1319,0312288115,14
1320,0312288115,2
1321,0316171107,142
1322,0316171107,365
1323,0316171107,2
1324,0380710218,15
1325,0380710218,2
1326,0515118656,15
1327,0515118656,2
1328,0553289063,136
1329,0553289063,2
1330,0671000306,15
1331,0671000306,36
1332,0671000306,2
1333,0671673688,56
1334,0671673688,2
1335,1561672033,9
1336,1561672033,21
1337,0425178242,50
1338,0425178242,2
1339,0618173870,90
1340,0618173870,140
1341,0618173870,366
1342,0156027321,12
1343,0156027321,367
1344,0375403582,117
1345,0375403582,2
1346,0385721420,22
1347,0451202341,73
1348,0451202341,31
1349,0743418190,15
1350,0743418190,2
1351,0385335407,3
1352,0385335407,20
1353,0965746828,50
1354,0965746828,146
1355,0060923245,56
1356,0060923245,2
1357,0486272664,22
1358,0786015276,22
1359,0060913509,4
1360,0060913509,368
1361,0553272837,22
1362,0440225078,22
1363,0312145543,4
1364,0312145543,5
1365,0312145543,369
1366,0425181111,41
1367,0425181111,370
1368,0425181111,2
1369,0380732688,15
1370,0380732688,2
1371,0140286276,56
1372,0140286276,187
1373,0140286276,47
1374,0140286276,2
1375,0373484100,3
1376,0373484100,281
1377,0449907481,16
1378,0449907481,17
1379,0449907481,2
1380,0553107305,12
1381,0553107305,219
1382,080213825X,3
1383,080213825X,20
1384,0515127833,15
1385,0515127833,2
1386,0345441133,32
1387,0345441133,284
1388,0345441133,371
1389,0515134279,16
1390,0515134279,17
1391,0515134279,372
1392,0945586051,259
1393,0945586051,373
1394,0385490992,15
1395,0385490992,2
1396,0385424728,15
1397,0385424728,115
1398,0385424728,359
1399,0312980388,4
1400,0312980388,274
1401,0590419625,27
1402,0590419625,374
1403,0385472951,116
1404,0385472951,47
1405,0385472951,2
1406,0451195663,3
1407,0451195663,40
1408,0425182878,15
1409,0425182878,2
1410,0553564528,25
1411,0553564528,2
1412,055356451X,32
1413,055356451X,284
1414,055356451X,371
1415,0743412621,15
1416,0743412621,115
1417,0743412621,2
1418,0849943728,73
1419,0849943728,276
1420,0849943728,375
1421,0849943450,246
1422,0849943450,140
1423,0849943450,2
1424,084994371X,3
1425,084994371X,2
1426,0590406019,4
1427,0590406019,376
1428,0020442408,50
1429,0020442408,289
1430,0020442408,290
1431,0553225987,3
1432,0553225987,11
1433,042517736X,56
1434,042517736X,356
1435,0671868713,102
1436,0671868713,207
1437,0671868713,208
1438,038549825X,3
1439,038549825X,2
1440,0553202294,59
1441,0553202294,60
1442,0553202294,2
1443,0345313860,56
1444,0345313860,31
1445,0345369947,12
1446,0345369947,154
1447,067170124X,98
1448,067170124X,201
1449,067170124X,202
1450,0345353625,15
1451,0345353625,80
1452,0345353625,2
1453,0308102282,16
1454,0308102282,69
1455,0308102282,268
1456,006017143X,45
1457,006017143X,377
1458,0805056491,174
1459,0805056491,378
1460,0679401377,236
1461,0679401377,379
1462,1562827049,15
1463,1562827049,380
1464,1562827049,381
1465,0385306032,56
1466,0385306032,382
1467,0385306032,383
1468,0385306032,384
1469,0385306032,385
1470,0816152446,75
1471,0816152446,2
1472,0821772953,15
1473,0821772953,2
1474,0345379454,27
1475,0345379454,28
1476,0345379454,386
1477,0553576925,50
1478,0553576925,387
1479,0743206053,150
1480,0743206053,2
1481,0688169678,22
1482,0439319552,15
1483,0439319552,2
1484,0590870157,22
1485,0307001164,15
1486,0307001164,2
1487,0440441501,116
1488,0440441501,157
1489,0440441501,388
1490,0590687301,102
1491,0590687301,69
1492,0590687301,192
1493,0590687301,193
1494,0590687301,194
1495,0590687301,195
1496,0439061644,30
1497,0439061644,389
