copy_id,status,condition,price,ISBN
301,Checked Out,Good,133.36,0880841109
302,Checked Out,Poor,52.9,0590660543
303,Available,New,146.35,0140104682
304,Available,New,125.66,0285632655
305,Checked Out,New,24.48,0786889160
306,Checked Out,New,111.32,0590431110
307,Available,Fair,118.47,0826308791
308,Available,Poor,48.3,0140374248
309,Available,New,91.88,0446516570
310,Available,Good,20.22,0060006048
311,Available,Poor,130.14,0064410358
312,Available,Fair,122.47,0375703055
313,Available,New,63.29,014036336X
314,Checked Out,Good,84.41,0451526279
315,Available,Fair,91.51,0451151259
316,Available,New,71.69,1855681870
317,Checked Out,Fair,51.47,1587214768
318,Available,New,83.74,8420725927
319,Checked Out,Fair,112.91,0064410358
320,Checked Out,Fair,69.67,0688105408
321,Available,Poor,124.0,039456894X
322,Available,Poor,91.39,0312274572
323,Checked Out,Good,107.74,0830714014
324,Checked Out,Poor,107.52,0785268480
325,Available,Good,71.83,0753804700
326,Available,Poor,64.33,0786015276
327,Available,Fair,51.33,0316779490
328,Checked Out,Poor,48.22,0399149759
329,Checked Out,Poor,93.21,0446525804
330,Checked Out,New,141.08,0060192119
331,Available,Good,65.07,0747549923
332,Available,Fair,128.49,0393030342
333,Checked Out,Fair,49.42,0679401377
334,Checked Out,Good,89.32,0099771519
335,Available,New,135.07,1841952931
336,Available,Poor,22.89,0380711109
337,Checked Out,Fair,83.56,0151000638
338,Available,Good,59.65,1555835953
339,Available,Good,111.27,0670829943
340,Available,Good,87.38,1570719586
341,Available,New,83.24,3407780117
342,Checked Out,Poor,39.78,1850630127
343,Available,Good,48.0,0345369068
344,Checked Out,Good,116.84,0425184129
345,Available,Good,79.28,0451206673
346,Available,Good,101.83,0140282378
347,Available,Good,59.28,0373711115
348,Checked Out,Good,112.82,039304016X
349,Available,New,67.17,1853260312
350,Available,New,117.46,342311360X
351,Available,New,62.8,0345409469
352,Available,Poor,107.32,0812909372
353,Available,Poor,91.8,0385335482
354,Checked Out,Poor,127.84,051748904X
355,Checked Out,Poor,82.58,0786889373
356,Checked Out,New,59.4,0821724231
357,Checked Out,New,121.6,3502517959
358,Available,Fair,55.18,0375406328
359,Checked Out,Fair,127.83,0140620125
360,Available,New,56.33,0060187271
361,Checked Out,Good,33.39,067163884X
362,Checked Out,Fair,109.45,1569314195
363,Checked Out,New,94.94,0385503857
364,Available,Good,92.09,0393312801
365,Available,New,63.86,0451163494
366,Available,Poor,130.12,887641486X
367,Checked Out,Poor,63.62,0385490992
368,Checked Out,Poor,40.56,0394578791
369,Available,Fair,112.77,0440500095
370,Available,New,141.11,037542217X
371,Available,Good,114.71,0156047624
372,Checked Out,New,65.19,067101420X
373,Available,New,66.72,0590225170
374,Available,New,20.64,015644450X
375,Available,Good,115.89,0345301870
376,Available,Good,49.45,0884041093
377,Available,Fair,38.6,034538184X
378,Available,Good,43.19,0312143370
379,Available,Poor,131.79,0846705672
380,Checked Out,Fair,110.69,0140236589
381,Available,Poor,99.65,0884041093
382,Available,Poor,33.33,0451206673
383,Available,Fair,129.19,0684180200
384,Available,New,102.0,038001503X
385,Available,Good,105.94,0671018930
386,Available,New,34.38,0375727132
387,Available,Fair,134.02,0880387483
388,Checked Out,New,132.19,0553256785
389,Checked Out,Good,30.82,0399146008
390,Checked Out,New,134.48,0440236673
391,Available,Good,63.75,0446673544
392,Checked Out,New,60.39,0380014300
393,Checked Out,Fair,62.63,0737020121
394,Checked Out,Fair,118.4,0895773570
395,Available,New,96.07,0451456548
396,Checked Out,Good,121.59,0345465083
397,Available,New,52.22,0060913509
398,Available,Poor,139.44,0446606812
399,Available,Good,102.39,0590484672
400,Checked Out,New,114.55,0375726403
401,Available,Good,31.06,0060936363
402,Checked Out,Fair,43.61,0836221974
403,Checked Out,Poor,58.76,0312143370
404,Checked Out,New,35.71,3499232871
405,Available,New,96.38,051513290X
406,Available,Good,73.8,0070212570
407,Available,Poor,90.61,0375823468
408,Available,New,50.93,0064407667
409,Available,Good,40.58,0747549923
410,Checked Out,Poor,50.1,0743469801
411,Checked Out,Fair,49.4,0802130496
412,Checked Out,Good,111.89,0689715625
413,Checked Out,Good,128.92,076071150X
414,Checked Out,New,126.19,0553586122
415,Available,Fair,97.71,8585622032
416,Available,Poor,140.03,0345313097
417,Checked Out,New,79.3,0425189414
418,Available,New,126.63,1574551108
419,Available,New,109.35,0345458915
420,Available,New,41.32,081257060X
421,Available,Good,27.56,0553583468
422,Available,New,39.77,1590521994
423,Available,Fair,65.45,0312156960
424,Available,Poor,78.44,0810935627
425,Available,New,132.38,0061099325
426,Available,Poor,149.51,0812530489
427,Available,Poor,109.19,1880032627
428,Available,Fair,119.78,0670867144
429,Available,Poor,115.0,0451526279
430,Checked Out,Fair,47.96,0330332775
431,Available,Good,125.62,3570300099
432,Available,Good,29.96,0439319552
433,Available,Fair,70.65,0440234964
434,Available,Poor,146.61,0807565288
435,Available,Poor,102.54,0060927240
436,Available,Fair,29.06,0590634275
437,Available,Poor,47.02,0965712516
438,Available,New,100.2,0451163494
439,Checked Out,Poor,57.23,0373169876
440,Available,Fair,29.03,0099771519
441,Checked Out,Good,124.35,0020437501
442,Available,Poor,95.12,0440120470
443,Available,New,140.61,0375814248
444,Checked Out,Fair,39.51,0425139069
445,Available,Poor,85.41,0486281965
446,Available,New,149.25,0517201658
447,Available,Fair,82.56,1400034779
448,Available,Good,34.98,0671847546
449,Available,Poor,30.72,0380776510
450,Available,Fair,132.62,0425174484
451,Available,New,29.59,0671742566
452,Available,New,71.17,0446364193
453,Available,Poor,93.06,0671847546
454,Checked Out,New,119.32,2207250474
455,Available,New,26.54,0385480016
456,Available,Good,87.24,0415907411
457,Checked Out,Poor,60.21,0445202718
458,Available,Poor,56.93,0670894494
459,Available,Poor,21.89,044990671X
460,Available,New,76.48,0451404033
461,Available,Poor,120.88,193156146X
462,Available,Good,43.6,0553343874
463,Available,Good,131.74,0312420145
464,Available,New,112.25,3453199766
465,Available,New,49.58,0850315336
466,Available,New,125.23,0553574175
467,Checked Out,New,70.55,0156006529
468,Checked Out,Good,134.69,0517077744
469,Checked Out,Poor,65.84,0385475713
470,Available,Fair,70.98,0679410430
471,Checked Out,New,48.23,3442410665
472,Checked Out,New,98.54,0451526279
473,Available,Good,67.79,0446531332
474,Checked Out,Fair,84.01,0312195516
475,Available,New,144.84,0449207757
476,Checked Out,Fair,56.09,042517736X
477,Checked Out,Poor,52.84,3407805853
478,Available,Good,92.77,0553285653
479,Available,New,94.65,0846705672
480,Available,Poor,118.63,0895773570
481,Available,New,40.05,0671034022
482,Available,Poor,78.95,0861638522
483,Available,Fair,98.72,0671004573
484,Available,Poor,53.34,0821758950
485,Available,New,128.2,1565122798
486,Available,New,126.16,0192815318
487,Available,New,130.53,015644450X
488,Checked Out,Fair,77.98,0679427430
489,Checked Out,New,77.46,157566559X
490,Available,New,73.29,0743249887
491,Checked Out,Poor,28.79,0316171107
492,Available,New,34.67,0345348036
493,Checked Out,Poor,66.07,0373250223
494,Checked Out,New,118.86,0449131548
495,Available,Fair,112.92,0316089699
496,Available,Good,148.64,0316314927
497,Checked Out,Good,81.78,0440418569
498,Available,Fair,105.14,006015781X
499,Available,Poor,51.21,3257250053
500,Available,Poor,99.43,0130219193
501,Available,Fair,71.46,0140252800
502,Available,Poor,82.58,0312890044
503,Checked Out,New,141.4,0765348438
504,Available,Good,139.63,0915308789
505,Available,Poor,80.8,0553232053
506,Checked Out,Good,42.81,0451200993
507,Available,New,87.44,0945397410
508,Checked Out,Good,115.1,2253004243
509,Available,Fair,48.13,0064409457
510,Checked Out,Fair,123.58,0571200389
511,Available,Fair,138.7,0446604666
512,Checked Out,Fair,54.35,1555217532
513,Checked Out,Good,145.61,3453099613
514,Available,Poor,121.95,0590660543
515,Available,Poor,128.97,0807079200
516,Checked Out,Fair,111.93,0425188361
517,Available,New,23.69,0531103099
518,Checked Out,New,115.5,0590484672
519,Available,Good,42.09,0345354931
520,Available,Good,124.51,0449207463
521,Checked Out,Good,91.98,0062770500
522,Checked Out,Good,25.96,0515090174
523,Available,Poor,50.54,1575843366
524,Available,New,28.51,0440224829
525,Checked Out,Fair,104.85,0380752298
526,Available,New,28.48,0679893105
527,Checked Out,New,119.89,039457513X
528,Checked Out,Poor,142.08,8807810360
529,Available,New,112.61,8478091246
530,Available,Poor,131.24,2290314951
531,Available,Good,137.48,3596129389
532,Available,New,76.47,340414578X
533,Available,Fair,127.97,0671795937
534,Available,Good,144.6,0425179672
535,Available,New,51.63,0674511255
536,Checked Out,Good,68.56,0062517856
537,Available,Poor,94.4,0451406923
538,Available,Good,27.9,0835902242
539,Available,Good,56.6,0446516538
540,Checked Out,Poor,48.34,0385424728
541,Available,New,109.49,0413537900
542,Available,Good,105.92,0380710218
543,Available,New,109.91,0374386676
544,Available,Poor,110.74,0312028784
545,Available,Poor,41.46,0060191929
546,Checked Out,New,59.81,0425184129
547,Available,New,108.67,0486243451
548,Checked Out,Good,134.16,0671021001
549,Available,Poor,69.74,1929194196
550,Available,New,142.99,8484509141
551,Available,Fair,70.85,3518368540
552,Available,Poor,109.99,0741403471
553,Available,Poor,79.73,0945397410
554,Checked Out,Good,41.33,0312169655
555,Checked Out,Poor,133.69,0449245691
556,Available,Good,68.59,3407805853
557,Checked Out,New,93.42,0345370775
558,Available,New,85.75,0394743741
559,Available,New,93.75,0812530489
560,Available,Good,45.73,8433914545
561,Checked Out,New,106.17,8807015293
562,Available,Poor,86.0,0786889373
563,Available,Fair,66.14,1566193966
564,Available,Poor,146.94,0871137380
565,Checked Out,New,62.56,0803251718
566,Available,New,50.59,0670035262
567,Checked Out,Good,143.28,2264030542
568,Checked Out,Fair,76.88,887641486X
569,Checked Out,New,78.83,080901582X
570,Available,Poor,99.55,0385337639
571,Available,Fair,124.55,059035342X
572,Available,Poor,108.75,0881845906
573,Checked Out,Good,118.26,0064405176
574,Checked Out,Good,101.45,0684823802
575,Available,Poor,67.29,0812513754
576,Available,Fair,89.0,193156146X
577,Checked Out,Good,41.53,1555835953
578,Checked Out,Fair,130.54,0446605891
579,Checked Out,Fair,117.45,0385324057
580,Checked Out,Good,52.71,0439221730
581,Available,Fair,88.17,0451181468
582,Checked Out,New,110.85,0425124347
583,Available,New,41.94,0375703055
584,Available,Poor,76.39,0312267819
585,Checked Out,New,111.49,0451199871
586,Checked Out,Good,87.25,0375420827
587,Checked Out,Good,122.39,0670032425
588,Available,Good,61.53,0880385367
589,Available,Poor,55.19,3404921038
590,Available,Good,26.46,0141001771
591,Checked Out,New,95.52,8475960936
592,Available,Poor,116.61,0030615321
593,Available,New,91.9,0373510225
594,Checked Out,New,37.04,0670032425
595,Available,Poor,109.37,0312283784
596,Available,New,25.32,0373510225
597,Available,New,74.41,0446531332
598,Checked Out,Good,140.59,0345401123
599,Available,New,37.71,0440208149
600,Available,Good,50.35,2266084372
601,Available,New,50.87,0515090174
602,Checked Out,New,52.08,0805056491
603,Available,Poor,24.36,044100962X
604,Available,New,109.78,0061098361
605,Available,Good,138.87,081257060X
606,Checked Out,Good,133.1,0449134482
607,Checked Out,Fair,20.77,0702229962
608,Available,New,92.19,0590988301
609,Available,Poor,54.45,0446605484
610,Checked Out,New,93.2,3257207522
611,Available,Fair,91.53,9997522052
612,Available,Fair,67.78,0030096189
613,Available,Good,42.65,0807079200
614,Checked Out,Fair,125.82,3518390473
615,Available,Fair,97.97,1564146731
616,Available,New,61.36,0312278675
617,Checked Out,Poor,36.25,2253047422
618,Checked Out,Good,147.98,0803233019
619,Available,Fair,90.74,0140293248
620,Checked Out,Poor,39.11,0905762487
621,Checked Out,Poor,64.3,0965712516
622,Checked Out,New,88.56,0345378482
623,Checked Out,Fair,40.4,0330357190
624,Available,Fair,111.64,0965975401
625,Available,New,141.06,0345416880
626,Checked Out,Fair,42.92,0743456866
627,Checked Out,Good,36.46,1583140352
628,Checked Out,Poor,129.52,0312251890
629,Available,Fair,126.16,0684867818
630,Available,New,55.4,0963641328
631,Available,Good,47.14,1572241381
632,Checked Out,New,59.03,0380725398
633,Available,Poor,29.27,0771074670
634,Available,Good,52.14,0743203313
635,Available,Good,58.76,0385335679
636,Checked Out,New,75.55,0805056491
637,Available,New,63.15,0140029400
638,Available,Poor,112.94,051512902X
639,Available,Good,40.91,0553278223
640,Available,New,88.75,0385495145
641,Checked Out,Good,128.73,3746670144
642,Available,Poor,134.78,055358099X
643,Available,Fair,139.82,0684867583
644,Available,Poor,101.01,0060922532
645,Available,New,31.64,0373242328
646,Checked Out,Fair,139.15,0679734775
647,Available,Good,144.0,0385420161
648,Available,Poor,80.29,0812822625
649,Available,Poor,126.2,0451450256
650,Checked Out,New,149.79,0140348107
651,Available,Poor,93.17,0575073314
652,Available,New,146.18,061830245X
653,Available,Fair,79.37,0771074670
654,Checked Out,Fair,98.97,0684801221
655,Available,Good,81.91,0345386256
656,Available,New,129.65,0060977507
657,Available,Poor,138.05,0312269102
658,Available,Fair,34.41,0330376136
659,Checked Out,Poor,94.41,038082101X
660,Available,New,40.57,1405200677
661,Checked Out,Good,84.76,0451522389
662,Available,Poor,77.92,0805210318
663,Available,Fair,118.95,0385483503
664,Available,New,32.86,0821772953
665,Available,Good,78.38,0451410319
666,Available,Good,98.71,0345416848
667,Available,Poor,130.94,0028626958
668,Available,Poor,107.83,1931646384
669,Available,Poor,125.01,0380000830
670,Checked Out,Poor,26.18,0971880107
671,Available,Good,117.81,8485229606
672,Checked Out,Poor,103.29,3453212150
673,Checked Out,New,69.82,0741409690
674,Checked Out,Good,58.79,1558532161
675,Available,New,85.41,0743412621
676,Checked Out,New,86.2,2266128566
677,Available,Poor,79.93,0375726624
678,Checked Out,New,32.05,0553581279
679,Available,Poor,102.42,0385491050
680,Checked Out,Fair,29.66,0312423209
681,Checked Out,Good,27.14,0399501487
682,Available,New,126.75,0446612618
683,Available,Fair,75.09,0515127396
684,Checked Out,Fair,149.02,0446394521
685,Checked Out,Poor,41.48,0440224764
686,Checked Out,Poor,46.64,0449212084
687,Checked Out,Fair,107.43,0380723638
688,Checked Out,Poor,76.32,0345335465
689,Available,New,96.1,0878670319
690,Checked Out,Good,21.28,0451197275
691,Checked Out,Good,40.73,880781210X
692,Available,Good,52.39,0345386256
693,Available,Poor,78.68,0316777730
694,Checked Out,Poor,82.79,0061096091
695,Available,Good,29.69,0385491050
696,Available,New,107.22,0440241413
697,Checked Out,New,67.35,0140266771
698,Available,New,62.19,0445202718
699,Available,Poor,125.23,0671318314
700,Available,New,144.52,0385492081
701,Available,Poor,107.86,0399137807
702,Available,New,101.62,1931561281
703,Available,Fair,28.75,0804117934
704,Available,New,132.19,1853260673
705,Available,New,134.43,0440512158
706,Available,Poor,30.78,1579213405
707,Available,Good,106.33,0399147012
708,Checked Out,Poor,61.14,9679787834
709,Available,New,41.25,038081840X
710,Checked Out,Good,73.38,0446519138
711,Checked Out,Good,63.43,1558175326
712,Checked Out,Good,130.66,3492232981
713,Available,New,93.45,0380778556
714,Available,Fair,34.39,0060928336
715,Available,Fair,33.52,0373301529
716,Available,New,46.39,0449213773
717,Checked Out,Good,94.8,0679419152
718,Available,Poor,34.93,0671024248
719,Checked Out,New,117.93,0749318368
720,Checked Out,Good,126.7,0312964854
721,Available,Fair,149.83,0679884394
722,Available,Good,79.82,0525463313
723,Available,Fair,60.35,0449005410
724,Checked Out,Good,21.13,031231616X
725,Checked Out,New,103.96,055326396X
726,Available,Good,131.67,0030096189
727,Available,Fair,128.75,0140620281
728,Available,Fair,101.93,1886383421
729,Available,New,40.48,8484509141
730,Available,New,94.48,0449211770
731,Available,Poor,100.35,3492232981
732,Available,Fair,113.01,8850200005
733,Checked Out,Good,63.81,0141001771
734,Available,Good,134.57,1551666200
735,Checked Out,New,111.44,0812511816
736,Available,Fair,66.79,0380752298
737,Checked Out,New,148.93,0446603708
738,Available,New,29.43,0316789089
739,Checked Out,Poor,94.36,0440237688
740,Available,Fair,118.89,0399137807
741,Available,Poor,111.44,089480829X
742,Available,Fair,121.05,0892967994
743,Available,Good,70.01,2266000489
744,Available,Fair,60.97,0743400720
745,Checked Out,New,22.13,0880387300
746,Available,Good,111.83,2207252000
747,Available,Good,30.19,0345380274
748,Available,New,87.33,0141180633
749,Available,New,77.59,0060168013
750,Available,Good,119.39,0897322339
751,Checked Out,Good,134.35,0451528182
752,Available,Fair,64.43,0140382658
753,Available,Poor,55.31,0345435869
754,Checked Out,Fair,121.15,8486433193
755,Checked Out,New,130.53,0553258540
756,Available,Good,134.21,1880032627
757,Available,Poor,37.2,0446325805
758,Checked Out,Good,124.33,0440940001
759,Available,Good,53.29,0915308789
760,Available,Poor,22.84,2266029460
761,Available,New,26.09,0312143370
762,Available,Good,143.23,0340612843
763,Available,New,62.43,0140293248
