,ISBN,author_id
498,0345404793,455
499,0345404793,456
500,0345433173,457
501,0345433173,458
502,0345433173,459
503,0375400117,460
504,0375400117,232
505,0375705856,296
506,0375705856,461
507,0380717018,462
508,0380717018,232
509,0380718332,463
510,0380718332,464
511,0380754509,465
512,0380754509,466
513,038076654X,467
514,038076654X,468
515,0380807866,469
516,0380807866,470
517,0385316895,471
518,0385316895,472
519,0385316895,473
520,0385316895,474
521,0385316895,475
522,0385316895,476
523,0385316895,477
524,0385316895,478
525,0385316895,479
526,0385316895,480
527,0385316895,481
528,0385316895,482
529,0385316895,483
530,0385497466,484
531,0385497466,485
532,0385508042,486
533,0385508042,487
534,0385508042,488
535,0385509456,489
536,0385509456,490
537,0385511612,491
538,0385511612,492
539,0385511612,493
540,0385730586,457
541,0385730586,26
542,0385730586,494
543,0385730586,495
544,0385730586,496
545,0385730586,497
546,0425164403,350
547,0425164403,498
548,0440234964,499
549,0440234964,500
550,0440234964,501
551,0440234964,502
552,0440234964,503
553,0440234964,504
554,0440234964,505
555,0440234964,506
556,0446605484,507
557,0446605484,508
558,0446605484,509
559,0446610399,510
560,0446610399,511
561,0449006522,512
562,0449006522,513
563,0449911004,514
564,0449911004,114
565,0451162072,515
566,0451162072,63
567,0451186648,516
568,0451186648,517
569,0451186648,518
570,0452282152,519
571,0452282152,520
572,0452282152,521
573,0452282152,522
574,0452282152,523
575,0452282152,524
576,051513290X,525
577,051513290X,526
578,0553580388,527
579,0553580388,528
580,0553580388,38
581,0553580388,529
582,0553580388,530
583,0553580388,531
584,0553580388,532
585,0553580388,533
586,0590598848,534
587,0590598848,211
588,0590629719,535
589,0590629719,142
590,0671023616,536
591,0671023616,537
592,0671027387,538
593,0671027387,539
594,0684848783,540
595,0684848783,541
596,0743486226,542
597,0743486226,543
598,0786863986,544
599,0786863986,545
600,0803251718,546
601,0803251718,547
602,0804117934,548
603,0804117934,549
604,140003180X,550
605,140003180X,551
606,155874262X,552
607,155874262X,553
608,0060987103,554
609,0060987103,555
610,0151008116,556
611,0151008116,557
612,0151008116,558
613,0151008116,450
614,0151008116,559
615,0151008116,560
616,0375704965,561
617,0375704965,368
618,0525947647,562
619,0525947647,563
620,0525947647,305
621,0804111359,564
622,0804111359,192
623,1558744150,138
624,1558744150,139
625,0435272683,565
626,0435272683,566
627,0316782505,567
628,006102063X,313
629,006102063X,314
630,0060013117,568
631,0060013117,569
632,0060199563,570
633,0060199563,549
634,0060199563,571
635,0060199563,572
636,0060199563,573
637,0060199563,574
638,006052779X,285
639,006052779X,286
640,0060563079,575
641,0060563079,576
642,0060809027,365
643,0060809027,366
644,0060809027,493
645,0060809027,577
646,0060809027,578
647,0060809027,579
648,0060809027,580
649,0061040967,581
650,0061040967,16
651,0061050474,582
652,0061050474,583
653,0061052515,584
654,0061052515,161
655,0061052515,585
656,0061052515,409
657,0061052515,586
658,0061052515,102
659,0061052523,587
660,0061052523,588
661,0064472264,589
662,0064472264,590
663,0140620664,591
664,0140620664,592
665,0312148267,593
666,0312148267,594
667,0312156960,595
668,0312156960,596
669,0312156960,506
670,0312890044,597
671,0312890044,598
672,0312890044,599
673,0312890044,600
674,034543191X,601
675,034543191X,602
676,034543191X,603
677,0373836023,604
678,0373836023,605
679,0375751513,427
680,0375751513,606
681,0375801677,607
682,0375801677,608
683,0375814248,609
684,0375814248,10
685,0375823352,382
686,0375823352,383
687,037582345X,610
688,037582345X,611
689,0375823468,612
690,0375823468,613
691,0380730448,614
692,0380730448,615
693,0380973839,616
694,0380973839,94
695,0385327773,435
696,0385327773,436
697,0394586239,617
698,0394586239,241
699,0439510112,618
700,0439510112,619
701,0440241413,620
702,0440241413,621
703,0440241413,622
704,0451409256,623
705,0451409256,624
706,0451523415,625
707,0451523415,626
708,0451526279,627
709,0451526279,628
710,0451526341,629
711,0451526341,630
712,0486415864,631
713,0486415864,632
714,0486415864,114
715,0553280589,633
716,0553280589,634
717,0571197639,635
718,0571197639,636
719,0670035262,637
720,0670035262,638
721,0670035262,639
722,0670035262,456
723,0670035262,640
724,0670035262,641
725,0679423079,642
726,0679423079,436
727,0679423079,643
728,0679423079,644
729,0679423079,645
730,0679423079,646
731,0679751343,11
732,0679751343,120
733,0684833395,647
734,0743245024,648
735,0743245024,649
736,0743245024,650
737,0743245024,651
738,0743245024,652
739,0743245024,653
740,0743245024,654
741,0749748001,655
742,0749748001,197
743,0749748028,656
744,0749748028,657
745,0749748028,506
746,0963094424,658
747,0963094424,659
748,0963094424,660
749,0963094424,661
750,1401201172,662
751,1401201172,663
752,1563892278,664
753,1563892278,665
754,1563898586,666
755,1563898586,230
756,156971620X,667
757,156971620X,668
758,156971620X,669
759,156971620X,670
760,156971620X,671
761,156971620X,10
762,1592571301,672
763,1592571301,154
764,0374270325,673
765,0374270325,674
766,0375719180,675
767,0375719180,158
768,0440235502,676
769,0440235502,677
770,044023722X,678
771,044023722X,679
772,044023722X,680
773,1573225487,681
774,1573225487,326
775,1573225487,494
776,1573225487,292
777,1573225487,496
778,1573225487,38
779,1853260673,682
780,1853260673,683
781,1853260673,684
782,1853260673,685
783,1853260673,686
784,0060977477,687
785,0060977477,688
786,0060977477,689
787,0060977477,690
788,0060977477,691
789,0060977477,692
790,0345391691,693
791,0345391691,694
792,0345391691,695
793,0345391691,696
794,0345391691,697
795,0520011171,698
796,0520011171,699
797,0553278746,700
798,0553278746,701
799,0553278746,702
800,0670856045,703
801,0670856045,704
802,0872200760,705
803,0872200760,706
804,0872200760,707
805,0937858994,708
806,0937858994,709
807,0671649949,710
808,0671649949,415
809,0590431110,711
810,0064470113,37
811,0064470113,712
812,0553571486,713
813,0553571486,714
814,0553571486,232
815,0972044205,516
816,0972044205,142
817,0312963009,568
818,0312963009,715
819,0312963009,716
820,0345430476,717
821,0345430476,120
822,0345430476,718
823,0345430476,719
824,0345430476,720
825,0345430476,721
826,0345430476,722
827,0345435869,723
828,0345435869,724
829,0380728729,725
830,0380728729,726
831,038081840X,727
832,038081840X,728
833,038081840X,729
834,0449912302,730
835,0449912302,154
836,055329198X,731
837,055329198X,732
838,055329198X,229
839,0671018930,733
840,0671018930,734
841,0812541642,735
842,0812541642,736
843,0812541642,737
844,0312988699,738
845,0312988699,739
846,0486282112,740
847,0486282112,741
848,0486282112,742
849,8483007010,743
850,8483007010,744
851,0670815373,745
852,0670815373,674
853,0385313748,746
854,0385313748,747
855,1575843366,748
856,1575843366,569
857,1575843366,749
858,1575843366,750
859,1575843366,751
860,1575843366,752
861,0684193957,753
862,0684193957,754
863,0684193957,161
864,0345371984,755
865,0345371984,177
866,0380730138,756
867,0380730138,549
868,1573228737,757
869,1573228737,758
870,1573228737,759
871,9681500555,760
872,9681500555,761
873,0380711109,212
874,0380711109,213
875,0452283914,762
876,0452283914,763
877,0425120279,764
878,0425120279,324
879,067153484X,291
880,067153484X,292
881,0380728273,765
882,0380728273,560
883,8433914545,766
884,8433914545,63
885,8484509141,767
886,8484509141,768
887,0446606197,769
888,0446606197,63
889,0771076002,770
890,0771076002,771
891,0771076002,772
892,0771088191,773
893,0771088191,774
894,1559703237,775
895,1559703237,776
896,3596214629,777
897,3596214629,778
898,0062770500,779
899,0062770500,154
900,0671847546,780
901,0671847546,781
902,0060188731,782
903,0140374248,783
904,0140374248,784
905,0142001740,785
906,0142001740,786
907,0142001740,787
908,0142001740,788
909,0195086295,789
910,0195086295,606
911,0312995423,790
912,0312995423,791
913,0380704587,792
914,0380704587,44
915,0380815923,793
916,0380815923,292
917,0385416342,794
918,0385416342,795
919,0385418493,796
920,0385418493,797
921,0385418493,798
922,038542471X,799
923,0425098109,800
924,0425098109,801
925,0449005410,802
926,0449005410,10
927,0449202631,803
928,0449202631,804
929,0449207544,805
930,0449207544,806
931,0449207544,807
932,0515128554,808
933,0515128554,809
934,0515128554,810
935,0517577402,811
936,0517577402,560
937,0590450875,812
938,0590450875,813
939,0590450875,814
940,0590481371,815
941,0590481371,161
942,067103619X,816
943,067103619X,654
944,0684177730,817
945,0684177730,114
946,0684180200,818
947,0684180200,819
948,0743411269,357
949,0743411269,820
950,0743470389,821
951,0743470389,822
952,0743470389,823
953,0743470389,824
954,0743470389,825
955,0743470389,826
956,076218857X,827
957,076218857X,112
958,0767905938,828
959,0767905938,829
960,0800706544,830
961,0800706544,831
962,0801096677,832
963,0801096677,833
964,0801096677,834
965,0801096677,835
966,0849953014,836
967,0849953014,837
968,0849953014,838
969,0849953014,26
970,0849953014,839
971,0849953014,94
972,0891091963,840
973,0891091963,10
974,0915811537,841
975,0915811537,63
976,0927545373,11
977,0927545373,842
978,0927545373,843
979,1575024179,844
980,1575024179,14
981,1880185008,115
982,1880185008,116
983,0140345809,845
984,0140345809,112
985,0156528207,846
986,0156528207,847
987,0156528207,848
988,0380012863,849
989,0380012863,850
990,0451154916,851
991,0451154916,852
992,0785815147,853
993,0785815147,854
994,0875421288,855
995,0875421288,856
996,1567184294,55
997,1567184294,857
998,1567184294,858
999,156718796X,859
1000,156718796X,860
1001,1862047626,861
1002,1862047626,862
1003,0020437501,863
1004,0020437501,864
1005,0020437501,865
1006,0020437501,866
1007,0020437501,867
1008,0020437501,868
1009,0198320264,869
1010,0198320264,870
1011,0198320264,871
1012,0373196989,872
1013,0373196989,873
1014,0373245580,874
1015,0373245580,875
1016,0451527747,876
1017,0451527747,877
1018,0671867113,878
1019,0671867113,879
1020,0671867113,880
1021,0671867113,328
1022,0671867113,881
1023,0671867113,882
1024,0812504208,883
1025,0812504208,120
1026,0060173289,884
1027,0060173289,885
1028,0060173289,886
1029,0060973897,887
1030,0060973897,888
1031,0060973897,154
1032,006101351X,889
1033,006101351X,232
1034,0140104682,11
1035,0140104682,890
1036,0140104682,891
1037,0312143370,892
1038,0312143370,893
1039,0316666343,894
1040,0316666343,63
1041,039456894X,895
1042,039456894X,896
1043,0440224675,897
1044,0440224675,898
1045,0449002632,899
1046,0449002632,900
1047,0449213773,309
1048,0449213773,901
1049,0452279690,902
1050,0452279690,903
1051,0452279690,493
1052,0553569058,904
1053,0553569058,905
1054,0679427430,906
1055,0679725393,907
1056,0679725393,54
1057,0802114369,878
1058,0802114369,908
1059,0803233019,909
1060,0803233019,910
1061,0819154946,353
1062,0819154946,911
1063,0819154946,788
1064,0897322339,912
1065,0897322339,913
1066,0897322339,914
1067,0897322339,158
1068,0897322339,915
1069,0897322339,916
1070,0940322978,384
1071,0940322978,917
1072,0940322978,918
1073,1573225126,919
1074,1573225126,920
1075,1573225126,921
1076,1579651658,922
1077,1579651658,923
1078,1878424319,924
1079,1878424319,925
1080,8401351421,926
1081,8401351421,177
1082,8423324311,927
1083,8423324311,928
1084,8427007450,929
1085,8427007450,930
1086,8427007450,931
1087,8427007450,932
1088,8427007450,933
1089,8427007450,934
1090,8429734996,935
1091,8429734996,936
1092,8429736131,937
1093,8429736131,938
1094,8440616252,939
1095,8440616252,940
1096,8472224260,37
1097,8472224260,941
1098,8472227421,942
1099,8472227421,943
1100,8474103347,944
1101,8474103347,945
1102,8474103347,946
1103,8475960936,947
1104,8475960936,948
1105,8475960936,949
1106,8475960936,692
1107,8475960936,950
1108,8475960936,951
1109,8477830029,952
1110,8477830029,953
1111,8477830029,954
1112,8478091246,955
1113,8478091246,956
1114,8478097732,285
1115,8478097732,957
1116,8478098267,958
1117,8478098267,154
1118,8478800336,959
1119,8478800336,943
1120,8478884963,960
1121,8478884963,961
1122,8478884963,788
1123,8483002523,962
1124,8483002523,963
1125,8486433193,964
1126,8486433193,230
1127,0600586898,965
1128,0600586898,966
1129,1853260622,967
1130,1853260622,968
1131,1857938011,969
1132,1857938011,970
1133,0060804157,971
1134,0060804157,972
1135,0060804157,973
1136,8466601090,971
1137,8466601090,974
1138,0140382658,975
1139,0140382658,605
1140,0152012966,976
1141,0152012966,580
1142,0312283784,977
1143,0312283784,978
1144,0312283784,979
1145,0312283784,980
1146,0345297709,981
1147,0345297709,982
1148,0345313097,983
1149,0345335465,984
1150,0345335465,533
1151,0345416848,846
1152,0345416848,985
1153,0385333404,986
1154,0385333404,987
1155,044021145X,988
1156,044021145X,989
1157,0449212084,990
1158,0449212084,991
1159,0553582682,992
1160,0553582682,993
1161,0590947257,994
1162,0590947257,995
1163,074345829X,350
1164,074345829X,996
1165,0786913878,997
1166,0786913878,677
1167,0801491827,998
1168,0801491827,999
1169,0816729913,1000
1170,0816729913,1001
1171,0843136685,1002
1172,0843136685,1003
1173,0866119531,1004
1174,0866119531,1005
1175,0866119566,1006
1176,0866119566,1007
1177,0870441663,1008
1178,0870441663,1009
1179,1561561428,1010
1180,1561561428,781
1181,0553210092,1011
1182,0553210092,1012
1183,0553210092,1013
1184,0553258524,1014
1185,0553258524,161
1186,0688163726,1015
1187,0688163726,1016
1188,1569471096,1017
1189,1569471096,1018
1190,055358099X,1019
1191,055358099X,345
1192,0316168815,1020
1193,0316168815,1021
1194,014023828X,1022
1195,014023828X,1023
1196,0316314927,1024
1197,0316314927,1025
1198,0345424719,1026
1199,0345424719,592
1200,0375414746,309
1201,0375414746,1027
1202,0375726403,1028
1203,0375726403,1029
1204,0385503857,1030
1205,0385503857,1031
1206,0385503857,392
1207,0425156842,1032
1208,0425156842,154
1209,0440226104,1033
1210,0440226104,1034
1211,0440226104,1035
1212,0452277337,1036
1213,0452277337,436
1214,0553802488,1037
1215,0553802488,1038
1216,0553802488,854
1217,0671021001,463
1218,0671021001,1039
1219,0671021001,946
1220,0671021001,1040
1221,0671021001,1041
1222,0767903579,554
1223,0767903579,1042
1224,0767903579,1043
1225,0767903579,908
1226,0767903579,1044
1227,0767903579,1045
1228,0767903579,1046
1229,0767903579,1047
1230,0805063897,1048
1231,0805063897,1049
1232,0679777431,1050
1233,0679777431,1051
1234,0553285343,1052
1235,0553285343,292
1236,0486285529,1053
1237,0486285529,903
1238,0671002481,1054
1239,0671002481,1055
1240,0812523385,1056
1241,0812523385,1057
1242,0812523385,1058
1243,0895774666,1059
1244,0895774666,1060
1245,0020199090,226
1246,0020199090,1061
1247,0020199090,1062
1248,0385495145,1063
1249,0385495145,1064
1250,0679733825,1065
1251,0679733825,436
1252,0842329129,1066
1253,0842329129,1067
1254,0842329129,1068
1255,0345451260,1069
1256,0345451260,1070
1257,0740700235,1071
1258,0740700235,1072
1259,0380973545,1073
1260,0380973545,1074
1261,0393321576,1075
1262,0393321576,1076
1263,0743424425,1077
1264,0743424425,1078
1265,0786868015,1079
1266,0786868015,1080
1267,0446610178,1081
1268,0446610178,1082
1269,0684854953,1083
1270,0684854953,1084
1271,0684854953,1085
1272,0743229878,1086
1273,0743229878,1087
1274,0380617625,1088
1275,0380617625,1089
1276,0380617625,1090
1277,0380617625,137
1278,0380617625,1091
1279,0380617625,26
1280,0380732335,1092
1281,0380732335,1093
1282,0380732335,1094
1283,0380732335,300
1284,0380732335,1095
1285,0385337132,1096
1286,0385337132,1097
1287,0440235057,1098
1288,0440235057,1099
1289,0445402040,27
1290,0445402040,28
1291,0618119760,1100
1292,0618119760,1101
1293,0871138646,1102
1294,0871138646,1103
1295,0871138646,1104
1296,0871138646,1105
1297,0871138646,364
1298,0871138646,1106
1299,0871138646,1107
1300,0871138646,1108
1301,0871138646,1109
1302,0026329859,1110
1303,0026329859,318
1304,0060621257,1111
1305,0060621257,330
1306,0060915544,1112
1307,0060915544,102
1308,0060917016,93
1309,0060917016,1113
1310,0060925000,1114
1311,0060925000,1115
1312,0060932759,1116
1313,0060932759,1117
1314,0061000280,1118
1315,0061000280,1119
1316,0192815318,1120
1317,0312195516,1121
1318,0312195516,626
1319,0380792664,1122
1320,0380792664,1123
1321,0393048977,1124
1322,0393048977,650
1323,0399137807,1125
1324,0399137807,606
1325,039914739X,1126
1326,039914739X,1127
1327,0451203046,1128
1328,0451203046,1129
1329,0451410556,1130
1330,0451410556,1131
1331,0451523318,1132
1332,0451523318,1133
1333,0451523318,56
1334,0486281965,1134
1335,0486281965,1135
1336,0486292940,1136
1337,0486292940,1137
1338,051762639X,410
1339,051762639X,1138
1340,051762639X,843
1341,0684824442,1139
1342,0684824442,102
1343,0743458303,1140
1344,0743458303,1141
1345,081296666X,1142
1346,081296666X,1143
1347,0819215635,1144
1348,0819215635,1119
1349,0880011025,1145
1350,0880011025,1146
1351,1561011525,1147
1352,1877727083,1148
1353,1877727083,1149
1354,0486206173,1150
1355,0486206173,1151
1356,0312278586,1152
1357,0312278586,1153
1358,8845229041,548
1359,8845229041,1154
1360,8845229041,1155
1361,887641486X,1156
1362,887641486X,137
1363,0140370900,1157
1364,0140370900,1158
1365,0674511255,1157
1366,0674511255,1158
1367,0030096189,1159
1368,0030096189,1160
1369,0030096189,1161
1370,0312965745,1162
1371,0312965745,626
1372,0345374657,1163
1373,0345374657,908
1374,0395710901,1164
1375,0395710901,14
1376,080521061X,1165
1377,080521061X,1166
1378,0823032612,1167
1379,0823032612,1168
1380,0679310002,1169
1381,0679310002,328
1382,0312288115,1170
1383,0312288115,1171
1384,0316171107,1172
1385,0316171107,954
1386,0380710218,1173
1387,0380710218,1174
1388,0515118656,1175
1389,0515118656,1176
1390,0553289063,1177
1391,0553289063,1178
1392,0671000306,1179
1393,0671000306,63
1394,0671673688,1180
1395,0671673688,1181
1396,1561672033,1182
1397,1561672033,1183
1398,0425178242,1184
1399,0425178242,1185
1400,0618173870,1186
1401,0618173870,1187
1402,0156027321,1188
1403,0156027321,232
1404,0375403582,1189
1405,0375403582,729
1406,0385721420,976
1407,0385721420,1190
1408,0385721420,1191
1409,0451202341,1192
1410,0451202341,1193
1411,0451202341,1194
1412,0743418190,1195
1413,0743418190,1196
1414,0385335407,1197
1415,0385335407,1198
1416,0385335407,1199
1417,0965746828,1200
1418,0965746828,1201
1419,0965746828,415
1420,0060923245,1202
1421,0060923245,1203
1422,0486272664,1204
1423,0486272664,626
1424,0786015276,1205
1425,0786015276,1206
1426,0786015276,1207
1427,0060913509,1208
1428,0060913509,1209
1429,0553272837,1210
1430,0553272837,1211
1431,0553272837,943
1432,0440225078,1212
1433,0440225078,102
1434,0312145543,1213
1435,0312145543,1214
1436,0425181111,1215
1437,0425181111,549
1438,0380732688,1216
1439,0380732688,1217
1440,0140286276,1218
1441,0140286276,154
1442,0140286276,1219
1443,0140286276,549
1444,0140286276,1220
1445,0140286276,1221
1446,0373484100,1222
1447,0373484100,1223
1448,0449907481,1224
1449,0449907481,1225
1450,0449907481,1226
1451,0553107305,1227
1452,0553107305,114
1453,080213825X,1228
1454,080213825X,1229
1455,0515127833,1230
1456,0515127833,1231
1457,0345441133,735
1458,0345441133,1232
1459,0515134279,1192
1460,0515134279,1233
1461,0515134279,1234
1462,0945586051,1235
1463,0945586051,1236
1464,0385490992,1237
1465,0385490992,1238
1466,0385424728,1239
1467,0385424728,1240
1468,0312980388,1241
1469,0312980388,1242
1470,0312980388,720
1471,0590419625,1243
1472,0590419625,1244
